Thresh%	Bins	bytes	pSNR
99.845	88	2111660	28.95
99.845	90	2111764	28.78
99.845	92	2111868	28.81
99.845	94	2111964	27.98
99.845	96	2112068	28.22
99.845	98	2112164	28.49
99.845	100	2112268	29.30
99.845	102	2112372	29.10
99.845	104	2112472	29.11
99.845	106	2112560	30.18
99.845	108	2112648	30.52
99.845	110	2112732	30.46
99.845	112	2112824	30.48
99.845	114	2112912	30.33
99.845	116	2112988	30.28
99.845	118	2113064	30.61
99.845	120	2113140	30.38
99.845	122	2113212	30.45
99.845	124	2113288	30.47
99.845	126	2113360	30.18
99.845	128	2113432	30.15
99.845	130	2113508	30.69
99.845	132	2113588	30.74
99.845	134	2113656	30.79
99.845	136	2113732	30.67
99.845	138	2113800	30.44
99.845	140	2113872	30.34
99.845	142	2113936	30.44
99.845	144	2114000	30.31
99.845	146	2114068	30.20
99.845	148	2114132	30.19
99.845	150	2114196	30.14
99.845	152	2114264	30.02
99.845	154	2114324	30.81
99.845	156	2114384	30.85
99.845	158	2114448	30.91
99.845	160	2114508	30.88
99.845	162	2114572	31.10
99.845	164	2114632	31.02
99.845	166	2114692	31.02
99.845	168	2114748	31.16
99.845	170	2114804	31.21
99.845	172	2114864	30.99
99.845	174	2114920	31.00
99.845	176	2114976	30.96
99.845	178	2115028	30.89
99.845	180	2115088	31.06
99.845	182	2115136	30.94
99.845	184	2115184	30.92
99.845	186	2115232	30.87
99.845	188	2115284	30.64
99.845	190	2115336	30.67
99.845	192	2115388	30.73
99.845	194	2115436	30.89
99.845	196	2115484	30.94
99.845	198	2115532	30.93
99.845	200	2115580	30.95
99.837	10	2102536	12.70
99.837	12	2102884	13.33
99.837	14	2103304	13.83
99.837	16	2103788	15.09
99.837	18	2104308	19.25
99.837	20	2104864	19.57
99.837	22	2105436	19.51
99.837	24	2105860	19.89
99.837	26	2106176	20.95
99.837	28	2106468	20.68
99.837	30	2106764	21.28
99.837	32	2107064	21.19
99.837	34	2107376	21.44
99.837	36	2107684	23.86
99.837	38	2107988	24.00
99.837	40	2108304	23.74
99.837	42	2108612	23.87
99.837	44	2108880	24.60
99.837	46	2109092	24.22
99.837	48	2109300	24.46
99.837	50	2109520	24.78
99.837	52	2109724	24.20
99.837	54	2109928	24.38
99.837	56	2110096	28.24
99.837	58	2110244	28.18
99.837	60	2110400	28.30
99.837	62	2110556	27.91
99.837	64	2110712	27.64
99.837	66	2110868	27.75
99.837	68	2111020	29.83
99.837	70	2111168	29.05
99.837	72	2111320	29.22
99.837	74	2111484	29.05
