Thresh%	Bins	bytes	pSNR
99.845	74	2110956	30.22
99.845	76	2110960	30.29
99.845	78	2111680	30.34
99.845	80	2111476	30.22
99.845	82	2111564	30.25
99.845	84	2111912	30.27
99.845	86	2112004	30.30
99.845	88	2111816	30.33
99.845	90	2112216	30.31
99.845	92	2112432	30.27
99.845	94	2112536	30.35
99.845	96	2112624	30.33
99.845	98	2112332	30.23
99.845	100	2112492	30.29
99.845	102	2112524	30.35
99.845	104	2112968	30.30
99.845	106	2112764	30.31
99.845	108	2113084	30.38
99.845	110	2113164	30.34
99.845	112	2113112	30.37
99.845	114	2113360	31.46
99.845	116	2113424	31.46
99.845	118	2113512	31.47
99.845	120	2113608	31.47
99.845	122	2113652	31.48
99.845	124	2113656	31.48
99.845	126	2113796	31.49
99.845	128	2113944	31.48
99.845	130	2114008	31.51
99.845	132	2114064	31.49
99.845	134	2114068	31.50
99.845	136	2114216	31.50
99.845	138	2114128	31.51
99.845	140	2114348	31.49
99.845	142	2114360	31.52
99.845	144	2114484	31.51
99.845	146	2114516	31.51
99.845	148	2114552	31.52
99.845	150	2114644	31.52
99.845	152	2114700	31.51
99.845	154	2114780	31.50
99.845	156	2114832	31.53
99.845	158	2114880	31.52
99.845	160	2114924	31.53
99.845	162	2115008	31.50
99.845	164	2115056	31.53
99.845	166	2115088	31.52
99.845	168	2115164	31.51
99.845	170	2115200	31.54
99.845	172	2115292	31.54
99.845	174	2115340	31.53
99.845	176	2115396	31.53
99.845	178	2115424	31.54
99.845	180	2115480	31.53
99.845	182	2115496	31.53
99.845	184	2115540	31.54
99.845	186	2115624	31.53
99.845	188	2115688	31.54
99.845	190	2115740	31.54
99.845	192	2115748	31.54
99.845	194	2115816	31.53
99.845	196	2115884	31.54
99.845	198	2115928	31.53
99.845	200	2115960	31.53
99.837	10	2102448	17.91
99.837	12	2102504	22.79
99.837	14	2102732	24.12
99.837	16	2103308	24.86
99.837	18	2103488	25.19
99.837	20	2104308	25.54
99.837	22	2105172	25.90
99.837	24	2105944	25.86
99.837	26	2106960	26.17
99.837	28	2106276	26.57
99.837	30	2106280	26.50
99.837	32	2106824	26.47
99.837	34	2107248	26.11
99.837	36	2107536	26.21
99.837	38	2107968	26.29
99.837	40	2107972	26.50
99.837	42	2108784	26.36
99.837	44	2108800	29.60
99.837	46	2109216	29.99
99.837	48	2109332	30.13
99.837	50	2109492	30.10
99.837	52	2109496	30.00
99.837	54	2109520	30.21
99.837	56	2110168	30.26
99.837	58	2110208	30.18
99.837	60	2111004	30.18
99.837	62	2110748	30.30
99.837	64	2110764	30.24
99.837	66	2110816	30.14
99.837	68	2111168	30.32
